"Secuencia","Costeo_Producto","Producto","Cliente","Detalle","Colores","Cantidad Solicitada","Costo Total Unitario","Costo Indirecto","Ganancia","Es Duplicado","Fijar Precio Venta","Margen Ganancia Real","Precio Venta","Costo Negociado Sin IVA","Negociado con","Categoría","Ficha Técnica Producto","Id.","Fecha"
7,"COS-0012957-8","CORBATA ADMINISTRATIVA","G4S","7. D451407002  CORBATA - ESCOLT- CLIM FRIO","",1,12000.0,1080.0,1.5,"true","false",33.33,19620.0,"","","Accesorios-","","83506357","16/04/2026"
8,"COS-0012957-9","Camisa Tipo Columbia","G4S","8. D451147004   CAMISA TIPO COLUMBIA- ESCOLTA - AZUL OSCURA HOMBRE","",1,48815.0,4393.0,1.5,"true","false",33.33,79812.0,"","","Camisa-","","83499281","16/04/2026"
8,"COS-0012957-9","Camisa Tipo Columbia","G4S","8. D451147004   CAMISA TIPO COLUMBIA- ESCOLTA - AZUL OSCURA HOMBRE","",1,48815.0,4393.0,1.5,"true","false",33.33,79812.0,"","","Camisa-","","83506360","16/04/2026"
8,"COS-0012957-9","Camisa Tipo Columbia","G4S","8. D451147004   CAMISA TIPO COLUMBIA- ESCOLTA - AZUL OSCURA HOMBRE","",1,48815.0,4393.0,1.5,"true","false",33.33,79812.0,"","","Camisa-","","83506386","16/04/2026"
9,"COS-0012957-10","Camisa Tipo Columbia","G4S","9. D451147003  CAMISA TIPO COLUMBIA- ESCOLTA - BLANCA HOMBRE","",1,48815.0,4393.0,1.5,"true","false",33.33,79812.0,"","","Camisa-","","83499288","16/04/2026"
9,"COS-0012957-10","Camisa Tipo Columbia","G4S","9. D451147003  CAMISA TIPO COLUMBIA- ESCOLTA - BLANCA HOMBRE","",1,48815.0,4393.0,1.5,"true","false",33.33,79812.0,"","","Camisa-","","83506417","16/04/2026"
9,"COS-0012957-10","Camisa Tipo Columbia","G4S","9. D451147003  CAMISA TIPO COLUMBIA- ESCOLTA - BLANCA HOMBRE","",1,48815.0,4393.0,1.5,"true","false",33.33,79812.0,"","","Camisa-","","83506447","16/04/2026"
10,"COS-0012957-11","CAMISA MANGA LARGA","G4S","10. D451147002  CAMISA BLA - ESCOL- CLIM FRIO","",1,44920.0,4043.0,1.5,"true","false",33.33,73445.0,"","","Camisa-","","83499295","16/04/2026"
10,"COS-0012957-11","CAMISA MANGA LARGA","G4S","10. D451147002  CAMISA BLA - ESCOL- CLIM FRIO","",1,44920.0,4043.0,1.5,"true","false",33.33,73445.0,"","","Camisa-","","83506471","16/04/2026"
10,"COS-0012957-11","CAMISA MANGA LARGA","G4S","10. D451147002  CAMISA BLA - ESCOL- CLIM FRIO","",1,44920.0,4043.0,1.5,"true","false",33.33,73445.0,"","","Camisa-","","83506506","16/04/2026"
11,"COS-0012957-12","CAMISA MANGA LARGA","G4S","11. D451142001  CAMISA MANGA LARGA BLANCA SIN LOG OXFORD","",1,37920.0,3413.0,1.5,"true","false",33.33,62000.0,"","","Camisa-","","83499301","16/04/2026"
11,"COS-0012957-12","CAMISA MANGA LARGA","G4S","11. D451142001  CAMISA MANGA LARGA BLANCA SIN LOG OXFORD","",1,37920.0,3413.0,1.5,"true","false",33.33,62000.0,"","","Camisa-","","83506525","16/04/2026"
11,"COS-0012957-12","CAMISA MANGA LARGA","G4S","11. D451142001  CAMISA MANGA LARGA BLANCA SIN LOG OXFORD","",1,37920.0,3413.0,1.5,"true","false",33.33,62000.0,"","","Camisa-","","83506558","16/04/2026"
12,"COS-0012957-13","Overol Tipo Piloto","G4S","12.  D442312001  OVEROL INDUSTRIAL CON REFLECTIVO","",1,67850.0,6107.0,1.5,"true","false",33.33,110936.0,"","","Overol-","","83499307","16/04/2026"
12,"COS-0012957-13","Overol Tipo Piloto","G4S","12.  D442312001  OVEROL INDUSTRIAL CON REFLECTIVO","",1,67850.0,6107.0,1.5,"true","false",33.33,110936.0,"","","Overol-","","83506574","16/04/2026"
12,"COS-0012957-13","Overol Tipo Piloto","G4S","12.  D442312001  OVEROL INDUSTRIAL CON REFLECTIVO","",1,67850.0,6107.0,1.5,"true","false",33.33,110936.0,"","","Overol-","","83506604","16/04/2026"
12,"COS-0012957-12","Overol Tipo Piloto","G4S","12.  D442312001  OVEROL INDUSTRIAL CON REFLECTIVO","Azul oscuro",1,76250.0,6863.0,1.5,"true","false",33.33,124670.0,"","","Overol-","D442312001 OVEROL CINTA REFLECTIVA.pdf","83506645","16/04/2026"
13,"COS-0012957-14","overol enterizo overol enterizo","G4S","13.  D442311001  OVEROL LINEA AMARILLA-POLIESTER","",1,63700.0,5733.0,1.5,"true","false",33.33,104150.0,"","","Overol-","","83499318","16/04/2026"
13,"COS-0012957-14","overol enterizo overol enterizo","G4S","13.  D442311001  OVEROL LINEA AMARILLA-POLIESTER","",1,63700.0,5733.0,1.5,"true","false",33.33,104150.0,"","","Overol-","","83506643","16/04/2026"
13,"COS-0012957-14","overol enterizo overol enterizo","G4S","13.  D442311001  OVEROL LINEA AMARILLA-POLIESTER","",1,63700.0,5733.0,1.5,"true","false",33.33,104150.0,"","","Overol-","","83506665","16/04/2026"
14,"COS-0012957-15","Camibuzo","G4S","14.  D431211018  CAMISETA MANG LAR NEGRA- CLI FRIO-CALIDO","",1,41150.0,3704.0,1.5,"true","false",33.33,67281.0,"","","Camibuzo-","","83499329","16/04/2026"
14,"COS-0012957-15","Camibuzo","G4S","14.  D431211018  CAMISETA MANG LAR NEGRA- CLI FRIO-CALIDO","",1,41150.0,3704.0,1.5,"true","false",33.33,67281.0,"","","Camibuzo-","","83506706","16/04/2026"
14,"COS-0012957-15","Camibuzo","G4S","14.  D431211018  CAMISETA MANG LAR NEGRA- CLI FRIO-CALIDO","",1,41150.0,3704.0,1.5,"true","false",33.33,67281.0,"","","Camibuzo-","","83506741","16/04/2026"
15,"COS-0012957-16","PANTALÓN SASTRE","G4S","15. D412120001   PANTALON NEGRO ADMINISTRATIVO HOMBRE","",1,53935.0,4854.0,1.5,"true","false",33.33,88184.0,"","","Pantalon-","","83499335","16/04/2026"
15,"COS-0012957-16","PANTALÓN SASTRE","G4S","15. D412120001   PANTALON NEGRO ADMINISTRATIVO HOMBRE","",1,53935.0,4854.0,1.5,"true","false",33.33,88184.0,"","","Pantalon-","","83506864","16/04/2026"
15,"COS-0012957-16","PANTALÓN SASTRE","G4S","15. D412120001   PANTALON NEGRO ADMINISTRATIVO HOMBRE","",1,53935.0,4854.0,1.5,"true","false",33.33,88184.0,"","","Pantalon-","","83507031","16/04/2026"
15,"COS-0012957-15","PANTALÓN SASTRE","G4S","15. D412120001   PANTALON NEGRO ADMINISTRATIVO HOMBRE","Negro",1,53935.0,4854.0,1.5,"true","false",33.33,88184.0,"","","Pantalon-","D412120001 PANTALON NEGRO ADMINISTRATIVO.pdf","83507077","16/04/2026"
16,"COS-0012957-17","PANTALÓN SASTRE","G4S","16. D412120001   PANTALON NEGRO ADMINISTRATIVO MUJER","",1,49185.0,4427.0,1.5,"true","false",33.33,80418.0,"","","Pantalon-","","83499343","16/04/2026"
16,"COS-0012957-17","PANTALÓN SASTRE","G4S","16. D412120001   PANTALON NEGRO ADMINISTRATIVO MUJER","",1,49185.0,4427.0,1.5,"true","false",33.33,80418.0,"","","Pantalon-","","83507060","16/04/2026"
16,"COS-0012957-17","PANTALÓN SASTRE","G4S","16. D412120001   PANTALON NEGRO ADMINISTRATIVO MUJER","",1,49185.0,4427.0,1.5,"true","false",33.33,80418.0,"","","Pantalon-","","83507083","16/04/2026"
17,"COS-0012957-18","ROMPEVIENTOS REFLECTIVA","G4S","17.  D411324001  CHAQUETA NEGRA INT ROJO HOMBRE","",1,51252.0,4613.0,1.5,"true","false",33.33,83798.0,"","","Chaqueta-","","83499351","16/04/2026"
17,"COS-0012957-18","ROMPEVIENTOS REFLECTIVA","G4S","17.  D411324001  CHAQUETA NEGRA INT ROJO HOMBRE","",1,51252.0,4613.0,1.5,"true","false",33.33,83798.0,"","","Chaqueta-","","83507109","16/04/2026"
17,"COS-0012957-18","ROMPEVIENTOS REFLECTIVA","G4S","17.  D411324001  CHAQUETA NEGRA INT ROJO HOMBRE","",1,51252.0,4613.0,1.5,"true","false",33.33,83798.0,"","","Chaqueta-","","83507131","16/04/2026"
17,"COS-0012957-17","ROMPEVIENTOS REFLECTIVA","G4S","17.  D411324001  CHAQUETA NEGRA INT ROJO HOMBRE","Negro",1,51252.0,4613.0,1.5,"true","false",33.33,83798.0,"","","Chaqueta-","D411324001 CHAQUETA NEGRA INTERIOR ROJO.pdf","83507180","16/04/2026"
18,"COS-0012957-19","CAMISA MANGA LARGA","G4S","18. D401112001  CAMISA HOMBRE MANGA LARGA OXFORD AZUL- CON LOG","",1,35720.0,3215.0,1.5,"true","false",33.33,58403.0,"","","Camisa-","","83499363","16/04/2026"
18,"COS-0012957-19","CAMISA MANGA LARGA","G4S","18. D401112001  CAMISA HOMBRE MANGA LARGA OXFORD AZUL- CON LOG","",1,35720.0,3215.0,1.5,"true","false",33.33,58403.0,"","","Camisa-","","83507178","16/04/2026"
18,"COS-0012957-19","CAMISA MANGA LARGA","G4S","18. D401112001  CAMISA HOMBRE MANGA LARGA OXFORD AZUL- CON LOG","",1,35720.0,3215.0,1.5,"true","false",33.33,58403.0,"","","Camisa-","","83507202","16/04/2026"
19,"COS-0012957-20","CAMISA MANGA LARGA","G4S","19.  D401112001   CAMISA MUJER MANGA LARGA OXFORD AZUL- CON LOG","",1,34970.0,3147.0,1.5,"true","false",33.33,57176.0,"","","Camisa-","","83499370","16/04/2026"
19,"COS-0012957-20","CAMISA MANGA LARGA","G4S","19.  D401112001   CAMISA MUJER MANGA LARGA OXFORD AZUL- CON LOG","",1,34970.0,3147.0,1.5,"true","false",33.33,57176.0,"","","Camisa-","","83507221","16/04/2026"
19,"COS-0012957-20","CAMISA MANGA LARGA","G4S","19.  D401112001   CAMISA MUJER MANGA LARGA OXFORD AZUL- CON LOG","",1,34970.0,3147.0,1.5,"true","false",33.33,57176.0,"","","Camisa-","","83507248","16/04/2026"
20,"COS-0012957-21","BLAZER SASTRE","G4S","20.  D372120001  PANTALON ADMON NEGRO ( MATERNO )","",1,37370.0,3363.0,1.5,"true","false",33.33,61100.0,"","","Chaqueta-","","83499377","16/04/2026"
20,"COS-0012957-21","BLAZER SASTRE","G4S","20.  D372120001  PANTALON ADMON NEGRO ( MATERNO )","",1,37370.0,3363.0,1.5,"true","false",33.33,61100.0,"","","Chaqueta-","","83507264","16/04/2026"
20,"COS-0012957-21","BLAZER SASTRE","G4S","20.  D372120001  PANTALON ADMON NEGRO ( MATERNO )","",1,37370.0,3363.0,1.5,"true","false",33.33,61100.0,"","","Chaqueta-","","83507291","16/04/2026"
21,"COS-0012957-22","CAMISA MANGA LARGA","G4S","21.  D371142001  CAMISA HOMBRE MANGA LARGA OXFORD BLANCA- CON LOG","",1,39720.0,3575.0,1.5,"true","false",33.33,64943.0,"","","Camisa-","","83499384","16/04/2026"
21,"COS-0012957-22","CAMISA MANGA LARGA","G4S","21.  D371142001  CAMISA HOMBRE MANGA LARGA OXFORD BLANCA- CON LOG","",1,39720.0,3575.0,1.5,"true","false",33.33,64943.0,"","","Camisa-","","83507307","16/04/2026"
21,"COS-0012957-22","CAMISA MANGA LARGA","G4S","21.  D371142001  CAMISA HOMBRE MANGA LARGA OXFORD BLANCA- CON LOG","",1,39720.0,3575.0,1.5,"true","false",33.33,64943.0,"","","Camisa-","","83507334","16/04/2026"
21,"COS-0012957-21","CAMISA MANGA LARGA","G4S","21.  D371142001  CAMISA HOMBRE MANGA LARGA OXFORD BLANCA- CON LOG","Blanco",1,39720.0,3575.0,1.5,"true","false",33.33,64943.0,"","","Camisa-","D371142001 CAMISA MANGA LARGA OXFORD BLANCA- CON LOG .pdf","83507381","16/04/2026"
22,"COS-0012957-23","CAMISA MANGA LARGA","G4S","22.  D371142001   CAMISA MANGA LARGA OXFORD BLANCA- CON LOG","",1,30195.0,2718.0,1.5,"true","false",33.33,49370.0,"","","Camisa-","","83499391","16/04/2026"
22,"COS-0012957-23","CAMISA MANGA LARGA","G4S","22.  D371142001   CAMISA MANGA LARGA OXFORD BLANCA- CON LOG","",1,30195.0,2718.0,1.5,"true","false",33.33,49370.0,"","","Camisa-","","83507351","16/04/2026"
22,"COS-0012957-23","CAMISA MANGA LARGA","G4S","22.  D371142001   CAMISA MANGA LARGA OXFORD BLANCA- CON LOG","",1,30195.0,2718.0,1.5,"true","false",33.33,49370.0,"","","Camisa-","","83507379","16/04/2026"
23,"COS-0012957-24","PANTALÓN CARGO","G4S","23.  D362120001  PANTALON NEGRO TIPO CAMUFLADO HOMBRE","",1,62260.0,5603.0,1.5,"true","false",33.33,101795.0,"","","Pantalon-","","83499398","16/04/2026"
23,"COS-0012957-24","PANTALÓN CARGO","G4S","23.  D362120001  PANTALON NEGRO TIPO CAMUFLADO HOMBRE","",1,62260.0,5603.0,1.5,"true","false",33.33,101795.0,"","","Pantalon-","","83507396","16/04/2026"
